"id","title","status","media_type","duration","publish_date","tags","custom_parameters","created_at","updated_at"
"Sr9mCxOr","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:06:29.000","2024-02-23 09:06:39.000"
"ZNsoVbct","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:04:59.000","2024-02-23 09:05:22.000"
"TLCoOnBs","Steven Furtick - Winded (Part 2)","ready","video",1649.9849853515625,"2024-07-19 03:30:00.000","[""steven furtick"",""Faith"",""Trust God"",""Struggle"",""Fear"",""Religion"",""Jesus"",""Perseverance"",""Miracles"",""Episode"",""inActive"",""seriesId_mT4Z2qko"",""Insecurity"",""Deliverance"",""Doubt"",""Hand of God""]","{""hqme"":""true"",""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-SF242905"",""programName"":""Steven Furtick"",""publishDate"":""July 07, 2024"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""seasonNumber"":""24"",""episodeNumber"":""202"",""seasonEpisode"":""S24:E202"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2024-07-18 19:31:10.000","2024-07-18 19:55:09.000"
"OgO77gMi","Esther","ready","video",1650.094970703125,"2019-09-30 08:00:00.000","[""Purpose"",""Serving"",""Religion"",""Bible History"",""Choices"",""Episode"",""seriesId_SAPPoJUa"",""Calling"",""In the Gap: Pastor Choco De Jesus"",""Choco De Jesus"",""Courage"",""Responsibility"","" Series"",""Abortion""]","{""hqme"":""true"",""rating"":""TV-G"",""status"":""ready"",""tenant"":""preprod"",""language"":""English"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-CDJITG0004"",""programName"":""In the Gap: Pastor Choco De Jesus"",""releaseDate"":""September 30, 2019"",""releaseYear"":""2019"",""seasonNumber"":""1"",""episodeNumber"":""4"",""seasonEpisode"":""S1:E4"",""transactionId"":""d0acaa36-9a31-4f33-b097-6401971dbbbe"",""biblicalPeople"":""Esther"",""shortDescription"":""Join Pastor Choco De Jesús as he discusses society’s ‘Gap’, a place of pain, hurt, and weakness and what happens when Christians use the strength of God’s calling."",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""0"",""requiresSubscription"":""true""}","2021-09-20 19:22:02.000","2024-05-01 15:47:06.000"
"itVomfC7","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:03:59.000","2024-02-23 09:04:05.000"
"ZZKvGHyr","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:02:59.000","2024-02-23 09:03:07.000"
"uk0F0usL","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:02:29.000","2024-02-23 09:02:48.000"
"fhEZ8rXk","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:01:29.000","2024-02-23 09:01:45.000"
"CyZewwuQ","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:00:59.000","2024-02-23 09:01:31.000"
"CcmLfOdx","In the World of the End, BE DETERMINED","ready","video",3449.919921875,"2022-11-14 02:00:00.000","[""Trust God"",""Victory"",""Faithfulness"",""Religion"",""Trials-Hard Times"",""Perseverance"",""Endurance"",""Episode"",""seriesId_XAnhPsMR"",""End Times"",""Turning Point with Dr. David Jeremiah"",""David Jeremiah"",""Praise & Worship"",""Determination"",""Ephesians 6:10-13"",""James 1:12"",""Luke 9:62"",""Matthew 24:13"",""2 Timothy 2:3-10""]","{""hqme"":""true"",""music"":""Praise & Worship"",""rating"":""TV-G"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-DDJTP1183"",""programName"":""Turning Point with Dr. David Jeremiah"",""publishDate"":""November 11, 2022"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""seasonNumber"":""22"",""artistandSong"":""Shadow Mountain Choir & Orchestra,  All Hail The Power of Jesus' Name, Michael Sanchez,  His Mercy Is More, Shadow Mountain Choir & Orchestra,  This I Believe (The Creed), Shadow Mountain Choir & Orchestra,  I Speak Jesus"",""episodeNumber"":""46"",""seasonEpisode"":""S22:E46"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2022-12-01 00:27:09.000","2023-01-13 10:48:42.000"
"tJj9e9qk","Andrew Wommack - Jesus' Farewell Address (Part 10)","ready","video",1649.9849853515625,"2024-06-29 04:32:00.000","[""Salvation"",""Holy Spirit"",""Seek God"",""Love of God"",""Grace"",""Religion"",""Jesus"",""Focus"",""Power of the Holy Spirit"",""Episode"",""seriesId_U55yRWVl"",""Presence of God"",""Andrew Wommack: Gospel Truth"",""Andrew Wommack"",""Comfort"",""Mercy"",""Baptism"",""Abide""]","{""hqme"":""true"",""rating"":""TV-G"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-AWGT240626"",""programName"":"""",""publishDate"":""June 06, 2024"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""transactionId"":""325b80d6-250f-4e2f-b52c-be718b8901d6"",""preview_playback"":""https://cdn.jwplayer.com/manifests/tJj9e9qk.m3u8"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2024-06-28 20:38:17.000","2024-07-12 20:16:39.000"
"NwxB1f0E","Sheila Walsh - Trusting God Over The Long Haul","ready","video",1650.030029296875,"2021-08-04 13:00:00.000","[""Seek God"",""Freedom"",""Religion"",""Overcoming"",""Trials-Hard Times"",""Episode"",""Talk Show"",""seriesId_F1ODHq6h"",""Sheila Walsh"",""Life Today with James Robison"",""Despair"",""Redemption"",""Deliverance"",""Accountability"",""Galatians 5:1"",""Galatians 5:13"",""Contemporary Christian"",""Matthew 11:28-30"",""Romans 8:1-2""]","{""hqme"":""true"",""music"":""Contemporary Christian"",""rating"":""TV-PG"",""networks"":""TBN, Hillsong Channel"",""revShare"":""false"",""prayerFor"":""Deliverance"",""share_url"":""https://share.tbn.org/GHTv/o6rn1xi1"",""TBNmediaId"":""HD-JRLT210804"",""programName"":""Life Today with James Robison"",""releaseDate"":""2021-07-27T21:01:00Z"",""seasonNumber"":""21"",""artistandSong"":""Ginny Owens,  Don't You Dare"",""episodeNumber"":""154"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2021-09-20 19:31:00.000","2023-01-04 18:12:06.000"
"eM5XhLNi","Joel Rosenberg: January 4, 2024 | The Rosenberg Report","ready","video",541.4400024414062,"2024-01-05 02:00:00.000","[""Israel"",""Help"",""Gospel"",""Evil"",""War"",""Religion"",""News"",""Episode"",""Need"",""Violence"",""Bondage"",""Deception"",""Joel Rosenberg"",""seriesId_vW7EBxmS"",""The Rosenberg Report""]","{""hqme"":""true"",""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""revShare"":""true"",""TBNmediaId"":""HD-JRRR24-0104"",""contentType"":""episode"",""programName"":""The Rosenberg Report"",""publishDate"":""January 01, 2024"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""seasonNumber"":"""",""episodeNumber"":"""",""seasonEpisode"":"""",""transactionId"":""d2f19619-2ec1-4c74-99be-b7e7b0c1b9db"",""preview_playback"":""https://cdn.jwplayer.com/manifests/eM5XhLNi.m3u8"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2024-01-04 23:47:50.000","2024-09-17 21:08:33.000"
"ZCg09z3I","Joyce Meyer - Living Without Strife","ready","video",1649.9849853515625,"2024-05-20 11:00:00.000","[""Holy Spirit"",""Peace"",""Blessing"",""Anger"",""Humility"",""Offense"",""Forgiveness"",""Evil"",""Religion"",""Words we Speak"",""Bitterness"",""Episode"",""seriesId_XDMipIh4"",""Joyce Meyer"",""Division"",""Unity"",""Strife"",""Joyce Meyer: Enjoying Everyday Life""]","{""hqme"":""true"",""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-JMEEL160100"",""programName"":""Joyce Meyer: Enjoying Everyday Life"",""publishDate"":""May 05, 2024"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""transactionId"":""2f302f50-cd2d-458c-9dfa-c65e9796e446"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2024-05-21 18:25:59.000","2024-06-06 13:09:04.000"
"QS679MgG","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 09:00:29.000","2024-02-23 09:01:20.000"
"mM1fsFbx","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 08:59:29.000","2024-02-23 08:59:40.000"
"XabJSVR8","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 08:58:59.000","2024-02-23 08:59:26.000"
"qWVhuD0Q","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 08:57:59.000","2024-02-23 08:58:07.000"
"04BIA2PR","Centuries Collide - The Original Space Race","ready","video",1499.989990234375,"2024-04-13 14:30:00.000","[""American History"",""Centuries Collide"",""Episode"",""Government"",""Missionary"",""Cody Crouch"",""History"",""Slavery"",""seriesId_rKRzbuuO"",""Discover"",""Journey"",""Nations""]","{""cast"":"""",""director"":"""",""revShare"":"""",""share_url"":""https://app-dev.meritplus.com/RsRW/fses9nvo"",""TBNmediaId"":""MS-CCCC0204-DP"",""contentType"":""Episode"",""programName"":""Centuries Collide"",""seasonNumber"":""2"",""episodeNumber"":""4"",""seasonEpisode"":""S2 E4"",""transactionId"":""dd68fb12-3756-4be1-8e44-07c6519ecabb"",""jwplayerSeriesId"":"""",""original_mediaid"":""146ybndw""}","2024-04-24 20:44:52.000","2024-08-05 16:59:34.000"
"NyT0SurX","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 08:57:29.000","2024-02-23 08:57:53.000"
"dLZboUmv","Jentezen Franklin - Israel In Prophecy (Part 1)","ready","video",1649.9849853515625,"2024-11-06 10:30:00.000","[""Salvation"",""Israel"",""Blessing"",""Racism"",""Curses"",""Jewish History"",""Religion"",""Jesus"",""Promises of God"",""Jewish Tradition"",""Chosen people"",""Prophecy"",""Discrimination"",""Episode"",""inActive"",""seriesId_nFCQM9mt"",""Kingdom Connection with Jentezen Franklin"",""Jentezen Franklin"",""Covenant"",""Judaism""]","{""hqme"":""true"",""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-JF244504"",""programName"":""Kingdom Connection with Jentezen Franklin"",""publishDate"":""November 11, 2024"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""seasonNumber"":""24"",""episodeNumber"":""4504"",""seasonEpisode"":""S24:E4504"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2024-11-06 20:15:09.000","2024-11-06 20:39:59.000"
"KTG43GWB","Centerpoint - January 17, 2024","processing","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 08:56:59.000","2024-02-23 08:58:07.000"
"4FgcjwiK","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 08:55:59.000","2024-02-23 08:56:17.000"
"QNr7KJfC","Robots","ready","video",8.800000190734863,"2024-02-05 18:11:00.000","[""robots""]","{""programName"":"""",""transactionId"":""0c54edff-cda2-463c-bd1a-c408bdc01d5a""}","2024-02-06 06:08:24.000","2024-02-06 06:09:01.000"
"Hot50x6N","Blessed Sons and Daughters","ready","video",1649.9849853515625,"2023-07-10 10:30:00.000","[""Love"",""Humility"",""Religion"",""Respect"",""Episode"",""seriesId_rHsI6BKn"",""Shame"",""Robert Morris"",""Pastor Robert Morris Ministries"",""Commandment"",""Compassion"",""Proverbs 22:6"",""Proverbs 13:24"",""Ephesians 6:1-4"",""Proverbs 23:13-14"",""Deuteronomy 6:7""]","{""hqme"":""true"",""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""revShare"":""false"",""TBNmediaId"":""HD-PRMM232801"",""programName"":""Pastor Robert Morris Ministries"",""publishDate"":""July 07, 2023"",""releaseDate"":""January 01, 1900"",""releaseYear"":""1900"",""seasonNumber"":""23"",""episodeNumber"":""164"",""seasonEpisode"":""S23:E164"",""watchButtonLabel"":""Start Watching"",""collectionSortField"":""TBN_OriginalAirDate"",""collectionSortOrder"":""1"",""requiresSubscription"":""true""}","2022-12-01 01:01:28.000","2023-11-12 19:58:01.000"
"uC5Kqugj","Joyce Meyer - Why, God, Why? (Part 2)","ready","video",1649.9849853515625,"2024-04-18 06:30:00.000","[""Personal Story"",""Trust God"",""Abundance"",""Peace"",""Struggle"",""Prayer"",""Provision"",""Religion"",""Trials-Hard Times"",""Episode"",""seriesId_XDMipIh4"",""Joyce Meyer"",""Rest"",""Mistakes"",""Double-minded"",""Depression"",""Joyce Meyer: Enjoying Everyday Life"",""Psalm 37:5""]","{""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""TBNmediaId"":""HD-JMEEL159604"",""programName"":""Joyce Meyer: Enjoying Everyday Life"",""publishDate"":""April 04, 2024"",""transactionId"":""3b42097c-8c2a-4ba8-8808-4c36c3c561bd"",""watchButtonLabel"":""Start Watching""}","2024-04-19 15:34:59.000","2024-06-06 13:14:16.000"
"ZPjW4qxj","Steven Furtick - The Blessing of Letting Go (Part 2)","ready","video",1649.9420166015625,"2024-08-09 03:30:00.000","[""steven furtick"",""Faith"",""Trust God"",""Blessing"",""Struggle"",""Challenges"",""Surrender"",""Religion"",""Trials-Hard Times"",""Episode"",""seriesId_mT4Z2qko"",""Presence of God"",""Hand of God""]","{""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""TBNmediaId"":""HD-SF241502"",""programName"":""Steven Furtick"",""publishDate"":""April 04, 2024"",""transactionId"":""3bb403ac-7eb2-428c-ad96-3479fe17d03c"",""watchButtonLabel"":""Start Watching""}","2024-04-09 22:26:28.000","2024-08-21 18:18:16.000"
"vPGHubUB","The Autobiography of Miss Jane Pittman","ready","video",6566.69921875,"2022-05-02 19:00:00.000","[""History"",""Movie"",""Drama"",""seriesId_"",""inActive"",""Movies/Film"",""Cicely Tyson"",""The Autobiography of Miss Jane Pittman"",""Eric Brown"",""Richard Dysart""]","{""cast"":""Cicely Tyson, Eric Brown, Richard Dysart"",""rating"":""PG"",""networks"":""Positiv"",""TBNmediaId"":""HD-PMC0327"",""contentType"":""movie"",""programName"":""The Autobiography of Miss Jane Pittman"",""publishDate"":""May 05, 2022"",""releaseDate"":""April 04, 2022"",""releaseYear"":""2022"",""seasonEpisode"":""S"",""transactionId"":""5c0b98cd-18b9-4a36-9670-3e3d0242e846"",""original_mediaid"":""oWQ5XKwH"",""watchButtonLabel"":""Start Watching""}","2023-07-08 05:42:38.000","2024-05-22 20:39:26.000"
"8iu4vjIq","Steven Furtick - Challenge the Shadow (Part 3)","ready","video",1649.9849853515625,"2024-04-24 03:30:00.000","[""steven furtick"",""Walk with God"",""Challenges"",""Seek God"",""Religion"",""Trials-Hard Times"",""Change"",""Focus"",""Discouragement"",""Stress"",""Episode"",""seriesId_mT4Z2qko"",""Presence of God"",""Signs & Wonders"",""Hand of God""]","{""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""TBNmediaId"":""HD-SF241703"",""programName"":""Steven Furtick"",""publishDate"":""April 04, 2024"",""transactionId"":""b6f0ada0-7650-4268-ab34-66827cfaf993"",""preview_playback"":""https://cdn.jwplayer.com/manifests/8iu4vjIq.m3u8"",""watchButtonLabel"":""Start Watching""}","2024-04-25 17:44:01.000","2024-08-26 16:34:09.000"
"iLSvAXF0","August 16, 2024 | Morning On Merit Street","ready","video",7200.009765625,"2024-08-16 12:00:00.000","[""Morning on Merit Street"",""seriesId_jryHEWXj"",""Live Clipped""]","{""VCH.ID"":""8a706f38-8abe-4d46-8353-d25a6e320732"",""VCH.DRM"":""False"",""networks"":""MSM"",""share_url"":""https://app.meritplus.com/Ejbe/sgzioskr"",""programName"":"""",""transactionId"":""50860f51-e6e9-4738-a31b-6bb5f2464ae9"",""VCH.EventState"":""VOD_PUBLIC"",""VCH.ScheduledEnd"":""2024-08-16T14:00:09Z"",""preview_playback"":""https://cdn.jwplayer.com/manifests/iLSvAXF0.m3u8"",""VCH.ScheduledStart"":""2024-08-16T12:00:09Z""}","2024-08-16 14:09:54.000","2024-08-19 18:53:18.000"
"jd26JV1j","Joyce Meyer - Finding God's Will for Your Life (Part 4)","ready","video",1649.9849853515625,"2024-05-10 06:30:00.000","[""Faith"",""Holy Spirit"",""Trust God"",""God's Will"",""Lifestyle"",""Forgiveness"",""Christianity"",""Religion"",""Joy"",""Episode"",""seriesId_XDMipIh4"",""Joyce Meyer"",""Heaven"",""Eternal Life"",""Joyce Meyer: Enjoying Everyday Life""]","{""rating"":""TV-G"",""language"":""English"",""networks"":""TBN"",""TBNmediaId"":""HD-JMEEL159905"",""programName"":""Joyce Meyer: Enjoying Everyday Life"",""publishDate"":""May 05, 2024"",""transactionId"":""5698edbb-54de-441f-b170-8da3a3f21214"",""biblicalPeople"":""God, Jesus Christ"",""watchButtonLabel"":""Start Watching""}","2024-05-10 18:26:59.000","2024-06-06 13:14:46.000"
"LREm0jR0","Centerpoint - January 17, 2024","ready","video",32.599998474121094,"2024-01-18 00:30:00.000","[""Movie"",""Morning on Merit Street""]","{""Host"":""Mike Huckabee"",""Genre"":""Religion;Talk Show"",""TBNmediaId"":""HD-MBS10006"",""EpisodeNumber"":""4"",""programe_name"":"""",""transactionId"":""32901945-5372-4466-abeb-6a94a412b79b""}","2024-02-23 08:55:29.000","2024-02-23 08:56:05.000"
